Date,Longitude,Latitude,MP
2012-03-01,-74.5,19,-1.664798204
2008-04-01,-78.5,19,-1.664651129
2006-06-01,-70.5,41,-1.664478408
2003-05-01,-63,39.5,-1.664478408
2010-06-01,-43.5,32,-1.663842277
2012-06-01,-64.5,32.5,-1.663540266
2004-02-01,-78,27,-1.661420735
2006-10-01,-123.5,31.5,-1.660546121
2008-06-01,-158,28,-1.660490103
2011-04-01,-169,23,-1.66008467
2007-03-01,-159,17.5,-1.658414712
2002-04-01,-78,26,-1.658109403
2014-10-01,-2.5,46.5,-1.657577319
2016-02-01,154.5,-37.5,-1.657577319
2010-07-01,-160,30,-1.657510447
2011-04-01,-99,-29.5,-1.655126561
2009-04-01,-76.5,18.5,-1.652491444
2014-08-01,19,58,-1.652403858
2006-10-01,-120.5,32,-1.651862533
2007-01-01,-122,34,-1.651721125
2019-04-01,93,0,-1.651695137
2017-09-01,131,18,-1.651695137
2006-07-01,-122,33,-1.651635979
2010-10-01,-68,36.5,-1.65139162
2000-10-01,-59.5,27.5,-1.649909861
2016-12-01,99.5,-6.5,-1.649751982
2019-09-01,84,75,-1.647817482
2006-09-01,-162,56,-1.645378424
2007-05-01,-65,35,-1.645314132
2007-02-01,-69.5,21.5,-1.644711284
2010-05-01,-70,30,-1.644474985
1998-10-01,-59.5,26,-1.643974143
2006-04-01,-129,51,-1.643558872
2019-07-01,132.5,32.5,-1.642065153
2012-04-01,-61.5,26.5,-1.641709488
2009-06-01,-157.5,24.5,-1.640754082
2007-07-01,-139.5,38,-1.638754634
1998-10-01,-60,28,-1.638313216
2018-10-01,-1.5,44.5,-1.638272164
2000-04-01,-66,31,-1.6382161
2009-07-01,-155.5,33,-1.637452739
2012-04-01,-73,30.5,-1.63625304
2011-03-01,-67,26,-1.636171513
2005-05-01,-64,19.5,-1.635615168
2011-03-01,100,-30,-1.633194851
2012-04-01,-77.5,30,-1.632975031
1999-03-01,-80,29,-1.632644079
2019-08-01,126.5,32,-1.632644079
2011-04-01,-155,24,-1.632600053
2004-02-01,-79.5,25.5,-1.631120542
2012-11-01,-152.5,21,-1.628785405
2006-07-01,-118.5,33.5,-1.628637685
2002-04-01,-176.5,26,-1.627857014
2010-06-01,-54,32,-1.627087988
2012-02-01,-70,26.5,-1.626964699
2010-10-01,-154.5,21.5,-1.626833125
2011-07-01,-44.5,23,-1.626768531
2005-05-01,-64,20.5,-1.626294096
2017-07-01,-67,73,-1.62598526
2007-05-01,-65,21.5,-1.625299331
2010-10-01,-130,35.5,-1.625208789
2002-10-01,-57.5,26.5,-1.624860345
2013-02-01,150,-21.5,-1.623535443
2012-02-01,-76,25.5,-1.623187941
2010-06-01,-47,29,-1.621601698
2012-10-01,-57.5,31.5,-1.621594496
2005-05-01,-63.5,19,-1.621571264
2005-03-01,-79.5,27.5,-1.620038808
2014-10-01,-2.5,46,-1.619788758
2011-04-01,-22,41,-1.61967569
2001-10-01,-63.5,34.5,-1.618975979
2010-06-01,-163.5,23.5,-1.618252535
2002-04-01,-177,27.5,-1.617112653
2016-02-01,141,25.5,-1.616184634
1999-04-01,-67,31,-1.614393726
2002-10-01,-57.5,27,-1.61401965
2000-04-01,-62.5,32,-1.61396023
2002-06-01,-69,39.5,-1.612698394
2009-06-01,-157.5,25.5,-1.612003177
2012-12-01,-75.5,19,-1.611472395
2008-07-01,-136.5,40,-1.611467923
2016-12-01,96.5,-18.5,-1.609064893
2010-06-01,-63.5,32.5,-1.609064893
2011-06-01,13.5,44,-1.606465462
2010-07-01,7.5,43,-1.605548319
2006-02-01,-72.5,25.5,-1.60407957
2009-10-01,-59.5,28,-1.603774033
2006-07-01,-121,34,-1.603685438
2000-04-01,-78,29.5,-1.603099967
2007-01-01,-122.5,37,-1.602872175
2001-04-01,-66.5,29,-1.602698219
2000-04-01,-65.5,30,-1.602634018
2017-10-01,-1.5,50,-1.602059991
2012-03-01,8.5,42.5,-1.60205998
2009-06-01,-156.5,29.5,-1.601990995
2000-03-01,-69.5,19.5,-1.601404211
2002-03-01,-75,19,-1.60065296
2013-07-01,66.5,79,-1.600326279
2006-12-01,-72,20.5,-1.600237958
2000-06-01,-65.5,32,-1.59967198
2010-07-01,-49.5,28,-1.599511592
2007-01-01,-123,34,-1.599148116
2013-08-01,122.5,30.5,-1.598599459
2012-05-01,-64.5,32,-1.598546413
2012-10-01,-144.5,30,-1.598367768
2011-01-01,-28,-5,-1.597268073
2005-07-01,-155,33,-1.595300957
1998-10-01,-60,31.5,-1.595166283
1999-05-01,-65,28,-1.595166283
2011-07-01,-33,27,-1.594212497
2011-08-01,145.5,-43.5,-1.594193881
2000-04-01,-79.5,26,-1.592524518
2000-12-01,-73.5,16,-1.59117101
2004-02-01,-69,21.5,-1.590733134
2005-07-01,-158,26,-1.589377561
2011-12-01,8.5,42.5,-1.588983894
2006-05-01,-161.5,31.5,-1.588745004
2011-07-01,-38.5,25,-1.587654424
2010-07-01,-50,27,-1.587386813
2010-10-01,-144,28.5,-1.585910313
2017-02-01,7.5,42.5,-1.585026652
2009-08-01,-120,32.5,-1.584947564
2009-04-01,-66.5,24.5,-1.584939888
2005-07-01,-149.5,39.5,-1.58438021
2012-11-01,-151,22.5,-1.582864094
2005-10-01,-58.5,33.5,-1.581770676
2004-05-01,-157,22.5,-1.581644121
2006-10-01,-118,33,-1.579783531
2010-10-01,-131,35,-1.578610105
2013-10-01,-54,61.5,-1.578396073
2000-02-01,-73.5,22,-1.578170462
2011-11-01,8.5,42.5,-1.577821223
2005-05-01,-64.5,24.5,-1.577183671
2011-04-01,-170.5,31,-1.576770695
2000-12-01,-77.5,19,-1.575882572
2006-02-01,-79.5,17,-1.57501687
2012-02-01,-68.5,26,-1.57414591
2006-07-01,-123.5,33.5,-1.572421957
2000-10-01,-59.5,29,-1.57218166
2011-06-01,-23.5,49.5,-1.571459964
2010-06-01,-44.5,28.5,-1.571339502
2010-10-01,-144.5,13,-1.570388803
2018-11-01,-4.5,47.5,-1.568636236
2019-10-01,157,61,-1.568636236
2011-04-01,-30.5,39,-1.567354531
2012-12-01,-79,19.5,-1.564311234
2012-11-01,-152,21.5,-1.563510443
2014-05-01,10,43.5,-1.563206491
1999-05-01,-65,23.5,-1.563081137
2007-04-01,-59,24,-1.562883617
2011-04-01,-65,19.5,-1.56259956
2010-06-01,-45,27,-1.561962616
2011-07-01,-161,34,-1.561478041
2001-04-01,-62,30,-1.560908981
1999-12-01,-79,19.5,-1.560667306
2006-10-01,-123,34,-1.560667306
2001-10-01,-58.5,24.5,-1.560159668
2001-10-01,-60,31,-1.559453459
2018-02-01,140.5,30,-1.559090918
2006-04-01,-119,31.5,-1.558835919
2005-02-01,-71,27.5,-1.556286959
1999-04-01,-61,25.5,-1.555955204
2017-07-01,-71.5,76.5,-1.554707231
2008-07-01,-150.5,31,-1.554621839
2013-05-01,12.5,37,-1.554616067
2012-05-01,-158,19,-1.553183913
2017-07-01,134,36,-1.552841969
2018-10-01,-4.5,46.5,-1.552841969
2018-03-01,115,11,-1.552841969
2018-03-01,117,11,-1.552841969
2018-02-01,141,25,-1.552841969
2011-02-01,-72.5,29.5,-1.552718719
2013-05-01,18.5,39,-1.55197463
2011-07-01,-160.5,31.5,-1.551365661
2016-12-01,88.5,-10,-1.55129368
2010-06-01,-40.5,28,-1.551293676
2006-10-01,-122.5,32,-1.550660535
2013-05-01,15,38.5,-1.549781694
2013-08-01,122.5,32,-1.549750892
2006-07-01,-120,33,-1.549521643
2012-10-01,-57,22.5,-1.549438927
1998-10-01,-60,28.5,-1.548683247
2003-07-01,-131,40,-1.548539167
2013-07-01,-11,54,-1.548455007
1999-05-01,-65,24,-1.547885742
2012-10-01,-140,31.5,-1.547642227
2006-10-01,-60.5,38.5,-1.54727907
2011-09-01,-25.5,40,-1.546829785
2019-01-01,117,22,-1.54668166
2011-06-01,18,42,-1.546568397
2001-06-01,-64.5,37,-1.545806529
2003-07-01,-152,33.5,-1.545176528
2011-04-01,-162.5,33,-1.545061591
2005-04-01,-160.5,4,-1.544879954
2013-03-01,-4.5,43.5,-1.544828226
2005-05-01,-64.5,27.5,-1.544048502
1998-04-01,-75,25,-1.543633967
2015-07-01,135.5,30.5,-1.543633967
1999-04-01,-70,28.5,-1.543633967
2017-09-01,128.5,23.5,-1.540607512
2019-03-01,140.5,30,-1.540607512
1999-11-01,-59,22,-1.540607512
2001-10-01,-62,32,-1.539919506
2017-08-01,133.5,14,-1.539102157
2006-03-01,-86,17,-1.538421029
2000-06-01,-64.5,32,-1.537849136
2003-07-01,-146.5,41,-1.536649206
2010-07-01,9,43,-1.536393073
2012-06-01,153.5,-37.5,-1.534884695
2009-05-01,-66.5,35.5,-1.534617149
2007-10-01,-63,34,-1.534446014
2011-05-01,-119,14.5,-1.532990691
2011-04-01,-39,36.5,-1.532713323
2006-10-01,-121.5,32,-1.531718065
2010-11-01,-150.5,16,-1.531702326
2011-04-01,-14.5,41.5,-1.531421667
2001-04-01,-66,30,-1.530428874
2011-06-01,-48,21.5,-1.529928934
2006-02-01,-71.5,23,-1.529844681
2000-04-01,-73,25,-1.529810414
2007-07-01,-148,32,-1.529145941
2012-04-01,-63,30,-1.528061759
1999-04-01,-65,33,-1.527243551
1999-04-01,-74,26,-1.527243551
2011-05-01,13,38.5,-1.526761197
2010-06-01,-45,32,-1.524803135
2011-03-01,96.5,-29.5,-1.524648697
2002-10-01,-59,31,-1.524502484
2010-02-01,-79.5,26,-1.524328812
2002-05-01,-65,34.5,-1.524156625
2010-07-01,-156.5,37.5,-1.523863001
2006-07-01,-123.5,31.5,-1.523172592
2018-11-01,-9,37,-1.522878745
2017-10-01,0.5,50,-1.522878745
2017-02-01,2.5,41,-1.522878745
2018-03-01,121,34,-1.522878745
2013-06-01,-7.5,56,-1.522878745
2017-08-01,123,32,-1.522878745
2013-04-01,-9.5,55.5,-1.522878745
2018-11-01,-10,50.5,-1.522878745
2014-08-01,141.5,35.5,-1.519993057
2012-08-01,8.5,42.5,-1.519637906
2011-04-01,-176.5,29.5,-1.518413123
2000-04-01,-60.5,20,-1.516942983
2001-10-01,-59,28,-1.516749673
2010-10-01,-58.5,26.5,-1.51667187
2010-12-01,-22,23.5,-1.515113408
2011-07-01,-158.5,22,-1.514307857
2002-08-01,-124.5,46,-1.513963411
2011-02-01,63,-28,-1.513451518
2014-08-01,143.5,39,-1.512861625
2005-02-01,-70.5,20,-1.512575272
2000-10-01,-56.5,27,-1.511962634
2013-04-01,-2,43.5,-1.510552017
2001-10-01,-62.5,33,-1.510190182
2001-04-01,-76.5,29.5,-1.509135987
2008-10-01,-64,32.5,-1.50906071
2011-04-01,-78.5,19,-1.50854902
2006-07-01,-120,32.5,-1.507545157
2011-03-01,89.5,-29.5,-1.507250713
2006-07-01,-121,33.5,-1.50691815
2011-04-01,-155.5,22.5,-1.506548227
2012-06-01,-157.5,29.5,-1.505392721
2010-07-01,-48,30.5,-1.505277051
2006-10-01,-118.5,33,-1.504736367
2012-02-01,-68.5,24,-1.504541517
1998-04-01,-78,30,-1.504455662
2012-04-01,-69,31.5,-1.504396021
2006-10-01,-123,30,-1.50382046
2011-07-01,-160.5,31,-1.502845823
2002-05-01,-61.5,29.5,-1.502504575
2001-10-01,-62.5,34,-1.501766912
2016-07-01,130.5,30.5,-1.501689446
2000-04-01,-69,28.5,-1.501520635
2001-02-01,-75.5,27.5,-1.501354846
2001-05-01,-65.5,25.5,-1.499099245
2011-05-01,14.5,38.5,-1.497546095
2010-10-01,-142,30,-1.496774426
2010-06-01,-43,29,-1.496492414
2007-02-01,-146.5,-14,-1.496264456
2009-10-01,-64.5,35,-1.496209317
2010-06-01,-42,27.5,-1.495762374
2000-10-01,-68,36,-1.495486305
2006-10-01,-59,27,-1.495449996
2017-12-01,90.5,-11.5,-1.494850022
2008-07-01,-137,39.5,-1.49432166
2001-05-01,-65,26.5,-1.493762792
2017-10-01,144.5,42.5,-1.493494968
2010-06-01,-42.5,28,-1.49192624
2011-07-01,-27,29,-1.491628607
2015-09-01,12,37,-1.490778928
2001-11-01,-63,17,-1.489314448
2001-04-01,-71.5,30.5,-1.487046138
2006-10-01,-121,34.5,-1.4867824
2005-10-01,-59,35,-1.486454188
2004-03-01,-157.5,21,-1.485770538
2019-02-01,138,28,-1.485452247
2012-06-01,-157,30.5,-1.485008968
2013-06-01,0.5,67,-1.484126156
2010-10-01,-58,29.5,-1.483826387
2005-06-01,-68.5,44,-1.482473696
2010-10-01,-132.5,34,-1.48148606
2004-05-01,-64.5,32.5,-1.480380426
2006-07-01,-123.5,30,-1.480261297
2009-08-01,-125,32.5,-1.480250854
2011-05-01,13.5,38.5,-1.479137071
2001-01-01,-83,24.5,-1.479095639
2003-05-01,-71,30.5,-1.477886051
2014-12-01,35,33,-1.47779471
2010-10-01,-58,31,-1.47584879
2000-04-01,-64,31.5,-1.475282442
2003-05-01,-63.5,35.5,-1.475282442
2012-08-01,113.5,-22,-1.474955193
2019-09-01,122.5,24.5,-1.473924693
2012-03-01,4,43,-1.472356405
2007-07-01,-135,38.5,-1.471893548
2011-07-01,-160.5,32.5,-1.471084985
2016-02-01,141,23,-1.4710833
2001-04-01,-61.5,29.5,-1.470746134
2013-05-01,-4,46.5,-1.470059316
2019-01-01,120,25,-1.469800302
2010-06-01,-41.5,27,-1.469800302
2019-02-01,129.5,32.5,-1.469477431
2011-07-01,-159,38.5,-1.469132995
2002-05-01,-63,29.5,-1.468937307
2010-07-01,-50.5,27,-1.46853869
2018-03-01,113,14.5,-1.468521083
1999-04-01,-61,24.5,-1.468521083
2012-10-01,-125.5,33,-1.466547573
2012-06-01,-69,40,-1.466017677
2010-06-01,-41,26,-1.465425472
2016-10-01,132.5,31.5,-1.463441557
2001-01-01,-82,24.5,-1.463135327
2007-05-01,-63.5,37.5,-1.462789276
2002-05-01,-62.5,29.5,-1.461373134
2003-12-01,-109,16.5,-1.461173797
2014-12-01,34.5,32.5,-1.46086676
2007-04-01,-59.5,24.5,-1.46060792
2013-07-01,-8,56,-1.460409377
2012-10-01,-62.5,38,-1.459600419
2007-07-01,-155,30,-1.458226929
2018-09-01,-5,49.5,-1.455931956
2015-11-01,-6,47.5,-1.455931956
2017-09-01,130,7,-1.455931956
2012-06-01,-65,35,-1.455931956
2009-08-01,-121,32.5,-1.45569852
2011-04-01,-125.5,-24.5,-1.454967961
2012-07-01,143.5,-12,-1.454692884
2011-01-01,-30,-25.5,-1.454315767
2013-03-01,-4,43.5,-1.451770239
2011-05-01,3.5,40,-1.451033456
2011-01-01,-34.5,-18.5,-1.450873309
2008-04-01,-69.5,28.5,-1.450837914
1999-10-01,-63,32,-1.448550002
2006-05-01,-153,39.5,-1.447664258
2006-07-01,-119,33,-1.444826377
2010-03-01,-58.5,25,-1.444502595
2010-07-01,-49,28.5,-1.444462938
2018-10-01,-5,48,-1.443697499
2015-08-01,-76,38,-1.443697499
2018-04-01,7.5,43,-1.443697499
2010-07-01,-51,27.5,-1.443538107
2001-05-01,-65.5,21,-1.44288472
2019-01-01,118,22.5,-1.442492798
2017-06-01,178.5,45,-1.440093375
2006-05-01,-163,55.5,-1.439907273
2010-07-01,-60.5,31,-1.439583926
2010-03-01,-58.5,21,-1.43914432
2001-07-01,-58,45.5,-1.438727183
2007-04-01,-78,28,-1.438701304
2005-02-01,-71.5,28,-1.438697761
2016-02-01,140.5,28,-1.437707136
2019-04-01,87,15,-1.437707136
2004-05-01,-152,28.5,-1.437522259
2011-04-01,-174.5,-16,-1.436585001
2011-04-01,-168,31.5,-1.435415904
2006-10-01,-122.5,30.5,-1.433964172
2005-07-01,-154.5,34,-1.43283878
2010-06-01,-47.5,30,-1.430962387
2017-10-01,141.5,42,-1.43062609
2011-04-01,-103.5,-28.5,-1.428988022
2015-03-01,-0.5,37.5,-1.428913829
2016-02-01,140.5,29,-1.428291168
1998-10-01,-61.5,29.5,-1.428291168
2005-07-01,-157.5,29,-1.427556977
2006-10-01,-122.5,31,-1.427268392
2012-10-01,-143.5,30,-1.426674674
2016-02-01,140.5,27,-1.425968732
2001-10-01,-59.5,23,-1.425221104
2019-05-01,114.5,10,-1.424921214
2001-10-01,-65,37.5,-1.424377878
2013-03-01,-8.5,44,-1.42109555
2006-10-01,-120,32.5,-1.421064014
2009-07-01,-156.5,31,-1.420375687
2011-04-01,-157.5,32.5,-1.419636708
2005-03-01,-69,20,-1.418160295
2010-07-01,-64,32,-1.41781333
2010-03-01,-58.5,23,-1.416179191
2005-03-01,-79,27,-1.415820765
2016-02-01,141,21,-1.415668776
2011-01-01,-31.5,-11.5,-1.414580366
2009-07-01,-132.5,39.5,-1.413911692
2013-10-01,-52.5,64.5,-1.413412695
2010-06-01,-46.5,28.5,-1.413412695
2011-09-01,10,43,-1.41322687
2005-07-01,-154,35,-1.412536139
2011-06-01,15.5,42,-1.411275103
2011-04-01,-125,-24.5,-1.411244102
2003-04-01,-155,19,-1.409358753
2015-05-01,34.5,32.5,-1.409191115
2017-09-01,130,3,-1.408935393
2018-03-01,113.5,14,-1.408935393
1999-04-01,-61,28.5,-1.408935393
2019-04-01,87,12,-1.407823243
2000-03-01,-84.5,16.5,-1.407482734
2011-04-01,-64.5,18,-1.407053844
2006-10-01,-123,33,-1.406713933
2010-06-01,-41.5,26.5,-1.406690592
2000-12-01,-68.5,12,-1.405013417
2003-07-01,-156,30.5,-1.404553878
2013-06-01,20,38,-1.403641436
2012-10-01,-133.5,33.5,-1.400859824
2000-04-01,-68.5,32,-1.400848445
2010-07-01,-54.5,30.5,-1.400577235
2010-07-01,-48.5,29.5,-1.400446504
2012-05-01,-64,28.5,-1.400116923
2016-07-01,135,34,-1.399027104
2015-08-01,-74.5,38.5,-1.397940009
2013-07-01,-10.5,53.5,-1.397940009
2013-07-01,-6.5,55.5,-1.397940009
1998-03-01,-69.5,19.5,-1.397940009
2013-05-01,-10.5,53,-1.397940009
2014-10-01,-3,46,-1.397940009
2013-02-01,-6.5,49,-1.397940009
2013-02-01,-10.5,50.5,-1.397940009
2013-04-01,-7.5,60,-1.397940009
2013-04-01,-10,59,-1.397940009
2017-09-01,130,6,-1.397940009
2019-09-01,121.5,22.5,-1.397885753
2012-10-01,-133.5,34,-1.397294955
2011-08-01,8.5,42.5,-1.396331797
2010-05-01,-67.5,31,-1.395974666
2004-10-01,-58,22,-1.394953523
2003-07-01,-69.5,42.5,-1.394660194
2001-05-01,-65,27.5,-1.393258676
2019-02-01,135.5,28.5,-1.392544977
2012-10-01,-61.5,37.5,-1.388763556
2011-04-01,-35,38,-1.388564469
1999-05-01,-65,29,-1.387216143
1999-11-01,-58,20,-1.387216143
2012-10-01,-57.5,30.5,-1.386509956
2002-10-01,-59.5,32,-1.385704112
2009-08-01,-128.5,43,-1.385697175
2006-07-01,-124.5,33.5,-1.385294181
2012-06-01,-157,32,-1.385277665
2006-10-01,-118,32.5,-1.385178842
2016-08-01,135,33,-1.385102784
2006-10-01,-121,31,-1.38430701
2011-02-01,40,-33.5,-1.384178613
2004-05-01,-72.5,32,-1.384051942
2000-10-01,-67.5,35,-1.383589583
2008-06-01,-158,26.5,-1.383056368
2020-05-01,19,32.5,-1.382867938
2011-10-01,-55,29.5,-1.382758141
2012-05-01,-64,26,-1.382428981
2010-05-01,-68.5,30.5,-1.381379415
2014-05-01,10,43,-1.380993238
2012-04-01,-61,24.5,-1.380906523
2007-10-01,-61,31,-1.380746557
2010-06-01,-41,29,-1.380440424
2000-10-01,-67,34,-1.379512434
2009-05-01,-71.5,29.5,-1.379249865
2010-12-01,-23.5,21.5,-1.379181212
2016-12-01,102.5,-22.5,-1.378823718
2010-07-01,4.5,43,-1.378561737
2017-02-01,140.5,28.5,-1.377785977
2009-07-01,-142.5,39,-1.377155931
1999-04-01,-72.5,27,-1.377126488
2008-07-01,-133,40.5,-1.377058676
2017-12-01,97.5,-17.5,-1.375717904
2011-07-01,-14.5,33,-1.375268738
2006-05-01,-154.5,38,-1.374982381
2012-07-01,-142,39,-1.374789457
2010-06-01,-164,23.5,-1.374705001
2006-07-01,-123,31.5,-1.374107911
2005-05-01,-62,44.5,-1.373728819
2000-04-01,-60,23,-1.373162157
2001-04-01,-74,30.5,-1.371951062
2013-03-01,-9,43.5,-1.371905134
2009-08-01,-126.5,32.5,-1.371758968
2016-09-01,138,34,-1.37161107
2012-06-01,-64.5,34.5,-1.367382412
2014-10-01,-3.5,46,-1.366531544
2018-11-01,-11,50,-1.366531544
2003-02-01,-157.5,21,-1.364381451
2015-12-01,139.5,34.5,-1.363512104
2008-04-01,-76,30,-1.363388713
2007-12-01,-82.5,24,-1.363335439
2019-09-01,122.5,23.5,-1.362771898
2018-02-01,140,31.5,-1.36251027
2021-05-01,122.5,29.5,-1.362039017
2006-07-01,-124,30.5,-1.361511482
2017-11-01,132,17,-1.360513511
2010-06-01,-46.5,28,-1.360513511
2000-04-01,-67.5,32,-1.359940886
2001-05-01,-66,21.5,-1.358510372
2014-02-01,34,31.5,-1.355215835
2002-05-01,-63.5,30.5,-1.353963865
2001-11-01,-59.5,14,-1.353758893
2018-01-01,153.5,-40.5,-1.353596274
2007-04-01,-60,26,-1.352896234
2002-05-01,-79,28,-1.351780014
2010-06-01,-45.5,26.5,-1.351025673
2013-05-01,20.5,38.5,-1.348657038
2006-05-01,-156.5,35.5,-1.347733195
2010-10-01,-129.5,20.5,-1.347178059
2018-03-01,115.5,10,-1.347156279
2006-07-01,-120.5,32,-1.347078696
2011-05-01,15,38.5,-1.346826091
2020-03-01,16.5,34,-1.346787486
2019-10-01,-179,65,-1.346787486
2017-09-01,130,15,-1.346787486
2005-10-01,-57,30.5,-1.346164682
2009-03-01,-80,-33.5,-1.346077592
2016-02-01,141,22.5,-1.345823458
2013-05-01,7,39,-1.344254239
2011-04-01,-97,-30,-1.343428013
2003-05-01,-77.5,30,-1.342760688
2003-05-01,-75.5,30.5,-1.34177417
2019-09-01,122,23.5,-1.340640641
2009-06-01,-156,30.5,-1.340590741
2018-02-01,139.5,34.5,-1.3400838
2013-06-01,2,69,-1.338187314
2016-01-01,117.5,-62,-1.338187314
2005-10-01,-58,32.5,-1.337626295
2018-09-01,-2,50,-1.337242168
2012-04-01,-62,27.5,-1.335640873
2015-06-01,4,42.5,-1.333053293
2003-10-01,-58,27,-1.332490269
2012-04-01,-60.5,24,-1.332422918
2010-07-01,-58.5,30,-1.332056479
2008-06-01,-158,27,-1.330547918
2004-05-01,-77,32,-1.330381213
2001-10-01,-64.5,35.5,-1.32981412
2013-04-01,-9,59.5,-1.329754147
2010-10-01,-143,29,-1.328140236
2005-05-01,-64.5,26.5,-1.32534472
2017-07-01,-101,69,-1.325138859
2006-10-01,-119.5,34,-1.324221658
2009-08-01,-129,32,-1.324179137
2002-10-01,-57,25,-1.323662399
2007-12-01,-77,17,-1.323367466
2005-05-01,-65,31.5,-1.323129221
2003-12-01,-109,17,-1.321109926
2000-06-01,-69,30,-1.32037797
2005-04-01,-59,25,-1.319082012
2010-06-01,-165,23.5,-1.318878289
2002-02-01,-68.5,22.5,-1.318759554
2018-10-01,-3,45.5,-1.318758763
2017-05-01,122.5,31.5,-1.316862869
2017-05-01,123,31.5,-1.316862869
2017-05-01,123.5,32,-1.316862869
2017-05-01,124,32,-1.316862869
2017-05-01,124.5,32.5,-1.316862869
2002-03-01,-69.5,19.5,-1.316135725
2005-04-01,-59,28,-1.313375423
2019-07-01,139.5,34.5,-1.313363731
1999-03-01,-79.5,24.5,-1.313363731
2010-08-01,4,42.5,-1.313057226
2016-07-01,136.5,32.5,-1.311580178
2016-12-01,89.5,-13.5,-1.311580178
2010-06-01,-44.5,28,-1.311324595
2019-04-01,88,0,-1.310691141
2012-07-01,8.5,42.5,-1.310480534
2018-03-01,7,43,-1.30980392
2017-10-01,-0.5,50,-1.30980392
2010-08-01,8.5,42.5,-1.308030344
2011-04-01,-163.5,33,-1.307357773
2017-12-01,95,-15.5,-1.306273051
2011-07-01,-29.5,28,-1.306146452
2019-05-01,122,30,-1.304168227
2011-05-01,17.5,39,-1.303780513
2017-10-01,143.5,41.5,-1.303643611
1998-11-01,-60,19,-1.303643611
2006-10-01,-120,31.5,-1.303237376
2002-02-01,-69.5,23,-1.302954798
2017-02-01,119,38.5,-1.301029996
2017-09-01,115.5,20,-1.301029996
2003-04-01,-82.5,17,-1.3005604
2006-07-01,-118,33,-1.299351437
1999-04-01,-61,26.5,-1.299296283
2009-05-01,-77.5,25.5,-1.298426464
2011-02-01,25.5,-35,-1.298313816
2012-03-01,7,43,-1.297566696
2001-04-01,-70,31.5,-1.2975279
2019-01-01,137.5,34,-1.295849483
2010-06-01,-60.5,32,-1.295805847
2005-10-01,-56.5,30,-1.29473772
2019-07-01,134.5,33,-1.294136288
2019-01-01,132.5,32.5,-1.294136288
2011-03-01,103.5,-30.5,-1.294088331
2019-05-01,114.5,11,-1.293937797
2006-10-01,-59.5,26,-1.293719972
2017-12-01,95,-8,-1.290730039
2010-06-01,-41,28.5,-1.290612766
2010-03-01,-58,25,-1.289875688
2013-10-01,34.5,32,-1.289403965
2011-10-01,8.5,42.5,-1.289378212
2013-06-01,20.5,38.5,-1.289178244
2013-05-01,7.5,41.5,-1.289005908
2012-06-01,-157,31.5,-1.288783878
2016-10-01,-3.5,45.5,-1.28870508
2011-05-01,-110.5,12.5,-1.287489804
2012-07-01,-145.5,39,-1.287456024
1999-04-01,-75.5,26.5,-1.287350298
2000-06-01,-66.5,31.5,-1.286610493
2007-07-01,-140.5,38,-1.286149853
1998-04-01,-76,30.5,-1.28567024
2010-06-01,-44,29,-1.284873618
2006-07-01,-121.5,32.5,-1.284141255
2011-07-01,18.5,41,-1.284089145
2016-02-01,156,-34,-1.283996656
2011-06-01,-96.5,9.5,-1.281283277
2011-06-01,-53,63.5,-1.281002018
2011-09-01,10,41.5,-1.280711124
2017-10-01,1,50.5,-1.280175785
2019-02-01,132,28,-1.279840697
2006-05-01,-165,55.5,-1.279589943
2010-07-01,8.5,43,-1.278906117
2001-10-01,-61,31.5,-1.278887003
2011-07-01,-157.5,40,-1.278768709
2003-07-01,-133.5,40.5,-1.278688006
2013-05-01,-5,47.5,-1.278050512
2006-07-01,-119.5,32,-1.277946241
2018-02-01,140.5,28.5,-1.277366077
2010-06-01,-48,32,-1.277366077
2019-05-01,112.5,9,-1.27572413
2012-10-01,-130,32.5,-1.274706106
2016-12-01,89.5,-7,-1.272458743
2010-06-01,-46.5,27.5,-1.272458743
2001-04-01,-68.5,31.5,-1.270812508
2015-10-01,141,35,-1.269217724
2010-08-01,7.5,43,-1.267920195
2014-03-01,-8.5,43.5,-1.26760624
1998-04-01,-73.5,20,-1.26760624
2014-05-01,10.5,42.5,-1.26677521
2018-07-01,132,42.5,-1.265892819
2006-04-01,-130,51,-1.263678191
1999-04-01,-60,22.5,-1.263603498
2012-03-01,-75.5,18.5,-1.261909515
2005-07-01,-150,38.5,-1.260691504
1998-04-01,-66,28.5,-1.259637311
2009-08-01,-119,32.5,-1.259553338
2009-03-01,-79.5,-34.5,-1.257308245
2006-03-01,-84,24.5,-1.25728323
2011-08-01,-31.5,39.5,-1.256898347
2000-04-01,-66.5,28,-1.256700757
2012-05-01,-64,31,-1.255865033
2011-05-01,-108,12,-1.255363454
1999-05-01,-65,31,-1.254144805
2011-04-01,-158.5,33,-1.253376144
2015-02-01,114.5,22,-1.252355181
2007-07-01,-149,32,-1.251108941
2011-06-01,-74.5,37,-1.250811193
2010-10-01,-125.5,28.5,-1.24860399
2017-09-01,146.5,27,-1.247951552
2011-09-01,9.5,43,-1.247835399
2013-02-01,149.5,-21,-1.246400193
2002-05-01,-64.5,32.5,-1.245543876
2015-01-01,1,50.5,-1.244125144
2020-03-01,16,34,-1.244125144
2011-06-01,9,43.5,-1.244119759
