Date,Longitude,Latitude,MP
1999-12-01,-68.5,12,-2.443697499
2011-10-01,-63.5,39,-2.44369483
2010-10-01,-70,39,-2.443427307
2011-10-01,-57,37.5,-2.443157067
2011-06-01,-81,24.5,-2.442487534
2005-05-01,-63,38.5,-2.442361204
2012-04-01,153.5,-31,-2.441364415
2007-04-01,-59,22,-2.440852224
2001-04-01,-73,31,-2.440774613
2005-10-01,-57.5,21.5,-2.440490181
2008-04-01,-74.5,19,-2.439384272
2009-11-01,-158.5,18,-2.4389681
2009-05-01,-146.5,-14,-2.43875379
2006-10-01,-119.5,33.5,-2.437784729
2006-04-01,-76,18,-2.437006883
2007-10-01,-58.5,15,-2.43642563
2001-10-01,-70.5,41,-2.435800366
2003-08-01,-70,42.5,-2.435800366
2001-09-01,-68,40.5,-2.435800366
2006-11-01,-62.5,17.5,-2.435800366
2000-04-01,-69,32,-2.435800365
2002-07-01,-68.5,41,-2.435762641
2005-05-01,-60.5,44,-2.435582524
2007-05-01,-65.5,28,-2.43322799
2011-05-01,-88.5,29,-2.431797594
2012-06-01,-66,35.5,-2.431795936
2002-10-01,-61,35,-2.431704814
2006-10-01,-108,2,-2.431669836
2007-12-01,-86.5,16.5,-2.431386154
2011-12-01,-76.5,18.5,-2.431031084
2001-12-01,-112,-6,-2.430862115
2004-04-01,-162,6,-2.428855436
2010-04-01,-79.5,19,-2.428785381
2006-04-01,-131,51,-2.428138296
2006-03-01,-148,7.5,-2.427728463
2002-04-01,-78.5,26,-2.427591439
2012-06-01,167,-26.5,-2.425509635
1999-02-01,-68.5,25.5,-2.425486822
2004-05-01,-78,31.5,-2.425115797
2002-05-01,-63.5,30,-2.424561499
2010-10-01,-58,24,-2.424044046
2007-07-01,-158.5,25,-2.42298339
2004-10-01,-110.5,23,-2.422922712
2011-09-01,-71,41,-2.422338941
2007-01-01,-119.5,34,-2.421654486
2004-08-01,-70,42.5,-2.420228677
1999-12-01,-61.5,12.5,-2.420216403
1998-09-01,-70,42.5,-2.420216403
2011-07-01,-70,43,-2.420216403
1999-10-01,-61,31,-2.420216403
1998-10-01,-60.5,32.5,-2.420216403
1998-10-01,-60,32,-2.420216403
1999-04-01,-69.5,31,-2.420216403
1999-10-01,-58.5,29.5,-2.420216403
2006-11-01,-123.5,33.5,-2.420216403
2003-10-01,-58.5,35,-2.419462948
2012-12-01,-82.5,24,-2.417690712
2001-06-01,-64.5,43,-2.417555297
2012-04-01,-159.5,14.5,-2.416940456
2006-07-01,-122.5,33.5,-2.416518665
2005-03-01,-80,25,-2.416188726
2008-04-01,-72.5,20.5,-2.415788357
2008-04-01,-81,20,-2.415640987
2005-11-01,-59.5,14.5,-2.414808285
2012-03-01,-158,20.5,-2.414075412
2018-01-01,125,-58,-2.412289035
2017-01-01,134.5,-54.5,-2.411168274
2010-05-01,-75,30,-2.409883264
2005-05-01,-157,18.5,-2.409861158
2009-03-01,-157.5,18.5,-2.409793684
2011-07-01,-159,24,-2.409583023
2011-06-01,163.5,-39.5,-2.40934753
1998-12-01,-80,16.5,-2.408935393
2002-05-01,-69,32,-2.408775059
2006-10-01,-121.5,33,-2.408621534
2011-04-01,-70,20,-2.408534381
2011-08-01,-118.5,33.5,-2.408445653
2007-03-01,-70,20.5,-2.408010329
2004-11-01,-105.5,20.5,-2.407441309
2009-12-01,-155.5,18,-2.405843642
2007-12-01,-85,19,-2.405498237
2012-02-01,-82.5,24.5,-2.405441448
2000-09-01,-110,4,-2.40377934
2004-02-01,-71,25,-2.403224197
2005-10-01,-56.5,24.5,-2.401924754
2006-05-01,-159,26.5,-2.401201556
2005-06-01,-69.5,43,-2.401029082
2003-07-01,-69.5,40.5,-2.401029082
2002-09-01,-68,40,-2.401029082
2001-03-01,-84.5,21,-2.401029082
2004-10-01,-61.5,35,-2.401029082
2003-07-01,-70,42.5,-2.401029082
2003-12-01,-62.5,13,-2.401029082
2000-10-01,-61,31,-2.401029082
2003-06-01,-68.5,42.5,-2.401029081
2004-10-01,-57,26,-2.401029061
2003-01-01,-82,24,-2.401029057
2008-08-01,-71.5,41,-2.401025679
2000-02-01,-79,26.5,-2.400975618
2001-03-01,-78.5,19,-2.400915733
2000-08-01,-70,42.5,-2.400726437
2000-11-01,-59,21,-2.400700046
2009-06-01,-157.5,25,-2.400656997
2006-10-01,-60,23,-2.400628861
2017-01-01,143.5,-47,-2.400116928
2011-06-01,-49.5,60.5,-2.399850263
2007-01-01,-82.5,24.5,-2.3996713
2006-02-01,-69.5,21.5,-2.399631465
2002-03-01,-77,19,-2.399472358
2001-10-01,-59.5,20.5,-2.39914272
2016-02-01,133.5,-54.5,-2.399027104
2008-04-01,-73.5,30,-2.398873334
2019-01-01,119,23,-2.397940009
2018-11-01,-4,46.5,-2.397940009
1998-08-01,-71.5,40,-2.397940009
2009-04-01,-84,24,-2.397940009
2009-06-01,-64.5,42.5,-2.397940009
1999-04-01,-74,31.5,-2.397940009
1999-04-01,-73.5,31.5,-2.397940009
1999-10-01,-63,37,-2.397940009
2002-04-01,-163,6.5,-2.397573882
2005-04-01,-60,20,-2.397129045
2005-03-01,-74,19.5,-2.397124434
2010-10-01,-124.5,37,-2.395242493
2010-10-01,-126,36.5,-2.39519849
2000-11-01,-59.5,20,-2.394574495
2009-08-01,-118,32.5,-2.39387361
2011-04-01,-122,-25.5,-2.392951461
2006-02-01,-72,24,-2.392642952
2000-10-01,-71.5,39,-2.392215854
2010-10-01,-154.5,22.5,-2.391881125
2010-10-01,-119.5,34,-2.391565855
2001-08-01,-59,46,-2.391207138
2011-06-01,156,-40.5,-2.39097578
2007-10-01,-58.5,16,-2.390428453
2008-11-01,-107.5,21,-2.390399433
2011-08-01,118.5,-35.5,-2.389976919
2005-07-01,-158,28.5,-2.389527762
2006-05-01,-158.5,24.5,-2.388622572
2009-09-01,-70,43,-2.387216143
2011-12-01,-69,20,-2.387169926
2001-11-01,-59.5,15.5,-2.386788202
2006-07-01,-120.5,33,-2.386725823
2008-12-01,-116,10,-2.38610428
2012-10-01,-124,32,-2.386064189
1999-05-01,-65,27.5,-2.385415149
2011-04-01,-69.5,20,-2.384992925
2007-01-01,-118.5,33,-2.384405894
2007-01-01,-120,33,-2.383919556
2008-04-01,-68.5,24,-2.383846007
2011-04-01,-113,-26.5,-2.382369185
2007-03-01,-151,16.5,-2.381548983
2009-04-01,-67.5,22.5,-2.38099266
2009-04-01,-73.5,28.5,-2.378874651
2002-07-01,-133,52.5,-2.378517476
2008-03-01,-71,20.5,-2.378000792
2001-03-01,-85.5,19,-2.376627031
2012-05-01,-64.5,25,-2.376482596
2012-02-01,-84.5,25.5,-2.376135509
2008-12-01,-84.5,19,-2.375594757
2011-04-01,-174,30,-2.375278876
2000-03-01,-82,24,-2.374071922
2000-11-01,-61.5,15,-2.37402572
2011-07-01,-160,27.5,-2.373369902
2001-10-01,-59.5,21.5,-2.372971958
2011-06-01,-79.5,28,-2.372780808
2007-02-01,-148.5,-15,-2.372692534
2008-02-01,-82,24.5,-2.371782394
2002-09-01,114,-21,-2.37045263
2006-10-01,-124,32,-2.369486425
2001-05-01,-65.5,20.5,-2.369392982
2012-11-01,-155,8,-2.368596407
2008-05-01,-145,-12,-2.367676757
2007-04-01,-79.5,27.5,-2.367545855
2001-02-01,-69,22,-2.366545478
1998-04-01,-76.5,25.5,-2.366531544
1999-04-01,-66,32,-2.366531544
1999-07-01,-67,42,-2.366531544
1998-04-01,-71,25.5,-2.366531544
1998-02-01,-68.5,25,-2.366531544
1998-10-01,-59.5,32,-2.366531544
1999-02-01,-71.5,28,-2.366531544
1998-02-01,-71,28.5,-2.366531544
2007-11-01,-110.5,18.5,-2.366113405
2007-01-01,-122.5,32,-2.365635739
2006-12-01,-117,10.5,-2.364936393
2000-05-01,-73.5,26,-2.364611244
2000-02-01,-80.5,24.5,-2.364208345
2006-10-01,-71,40.5,-2.361851667
2004-10-01,-58.5,29,-2.361815673
2010-12-01,-21,25,-2.361298548
2011-10-01,-129.5,21.5,-2.360166528
2011-04-01,-176.5,27,-2.35976078
2003-02-01,-83.5,24.5,-2.359710815
2006-04-01,-78,16.5,-2.359545845
2006-11-01,-110.5,17.5,-2.359427955
2000-10-01,-65.5,37,-2.359164876
2001-04-01,-80,28,-2.358242967
2004-10-01,-57.5,27,-2.357740808
2012-10-01,-128.5,33,-2.357469012
2011-10-01,-62,38,-2.356547324
2010-07-01,-61.5,31,-2.356546006
2009-10-01,-118.5,33.5,-2.356323114
1999-12-01,-65,17.5,-2.35565187
2000-05-01,-67.5,18,-2.355428342
2011-03-01,-69.5,26.5,-2.355017613
2011-03-01,-159.5,19,-2.353912453
2005-02-01,-79.5,25,-2.353305338
2012-02-01,-85,26,-2.3525294
2011-08-01,142.5,-39,-2.352023122
2000-12-01,-75,18.5,-2.350552492
2002-02-01,-71.5,22.5,-2.348415116
2012-06-01,-158.5,22.5,-2.347804114
2011-09-01,-13.5,44,-2.347410331
2009-04-01,-72.5,28.5,-2.34687406
2019-09-01,50.5,70,-2.346787486
2019-10-01,142.5,58.5,-2.346787486
2019-09-01,151,76.5,-2.346787486
2011-03-01,-70.5,29.5,-2.346787486
2012-12-01,-72,20.5,-2.34678556
2007-09-01,-67.5,43,-2.345451191
2016-12-01,108.5,-26.5,-2.344861565
2007-11-01,-106,20.5,-2.344263619
2012-08-01,117.5,-19,-2.343901798
2000-11-01,-59.5,18,-2.341789057
2007-05-01,-65.5,34,-2.341690804
2007-07-01,-159,23.5,-2.340700809
2007-11-01,-110.5,20.5,-2.33972131
2016-12-01,92.5,-15.5,-2.339134522
2009-03-01,-79,27.5,-2.338721029
2005-02-01,-74.5,28,-2.338707767
2010-03-01,-60,16,-2.337669321
1998-03-01,-70,20.5,-2.337242168
2009-08-01,-71.5,40,-2.337242168
2003-07-01,-135.5,41,-2.336996016
2005-04-01,-63.5,32.5,-2.335808396
2003-08-01,-118.5,33.5,-2.33335829
2002-04-01,-86,17.5,-2.332822994
2007-01-01,-119.5,32.5,-2.331419224
2010-05-01,-82,24,-2.330320959
2002-06-01,-64,44,-2.328575539
2006-10-01,-120.5,33.5,-2.328479207
2012-04-01,-80,25,-2.327903452
2011-11-01,-65.5,17.5,-2.327540295
2001-02-01,-70,20,-2.326530269
2008-02-01,-81,24.5,-2.326530269
2011-04-01,-68.5,20,-2.325493589
2008-12-01,-82,24,-2.325100538
2007-07-01,-158.5,26.5,-2.324881456
2012-11-01,-57.5,18,-2.324141481
2004-03-01,-157.5,18,-2.324099737
2012-04-01,-158,6.5,-2.323947348
2011-01-01,-27.5,-3,-2.322860291
1998-02-01,-68.5,21,-2.322370047
2010-11-01,-152.5,17.5,-2.320403813
2008-12-01,-114,12,-2.319353338
2007-01-01,-124,33,-2.318758763
2007-03-01,-159,15.5,-2.318503476
2012-11-01,-63.5,19,-2.317848422
1998-12-01,-66.5,11,-2.315763581
2011-10-01,-56,35,-2.315162808
2007-05-01,-65.5,27,-2.31483428
2006-11-01,-63.5,18,-2.314769743
2007-02-01,-69,20.5,-2.311820121
2006-06-01,-74.5,37,-2.310906976
1998-11-01,-62,17,-2.30980392
1998-12-01,-65.5,10.5,-2.30980392
1999-10-01,-64,32,-2.30980392
1999-02-01,-78.5,28,-2.30980392
1998-02-01,-67.5,23,-2.30980392
1999-04-01,-73,31.5,-2.30980392
1998-10-01,-60,23.5,-2.30980392
1998-10-01,-60,24,-2.30980392
2012-09-01,112.5,-27.5,-2.309649375
2005-10-01,-56.5,25,-2.308829431
2011-05-01,-124.5,16,-2.308590856
2005-03-01,-157,17,-2.308402206
2003-03-01,-79.5,25.5,-2.308164113
2001-02-01,-74.5,22.5,-2.308164113
2005-09-01,-69.5,43,-2.308164113
2003-06-01,-71,40.5,-2.308164113
2000-07-01,-60.5,44.5,-2.308164113
2003-08-01,-68.5,42,-2.308164113
2002-10-01,-61,33.5,-2.308164113
2000-11-01,-58.5,22,-2.308164113
2000-07-01,-67.5,42,-2.308164113
2003-05-01,-63.5,35,-2.308164112
2004-02-01,-70,23.5,-2.308164104
2007-02-01,-70.5,23,-2.308002683
2003-12-01,-62.5,15.5,-2.307877317
2003-10-01,-57.5,34,-2.307374322
2012-04-01,-70,31.5,-2.307167042
2004-02-01,-76.5,27,-2.307101972
2002-04-01,-157,19.5,-2.306982495
2003-12-01,-62,16,-2.306981656
2012-04-01,-60.5,20.5,-2.306879004
2006-05-01,-159,27.5,-2.306299924
2012-12-01,-73.5,20,-2.306229978
2000-10-01,-68.5,38,-2.306097471
2001-03-01,-80,17,-2.305938804
2016-02-01,147,2.5,-2.305394801
2011-04-01,-64,18.5,-2.304294787
2003-05-01,-69.5,30.5,-2.30343507
2011-01-01,-82.5,25,-2.30178146
2015-09-01,11.5,36.5,-2.301029996
1999-04-01,-75.5,24.5,-2.301029996
1999-04-01,-75,32,-2.301029996
2010-11-01,-151.5,17,-2.300904385
2004-05-01,-76,32.5,-2.300394483
2007-01-01,-123.5,31,-2.299922173
2000-05-01,-72,20.5,-2.29981904
2004-01-01,-144.5,-14,-2.299401688
2008-04-01,-69,25,-2.299356478
2001-11-01,-63.5,17.5,-2.299322501
2013-01-01,-59,-62,-2.298090322
2001-03-01,-84,23.5,-2.297844162
2007-04-01,-61,17.5,-2.297688512
2007-12-01,-77.5,17,-2.29690212
2007-12-01,-84.5,17,-2.296523002
2002-11-01,-56.5,22.5,-2.296205368
2012-06-01,168.5,-25,-2.295966096
2017-09-01,120,21,-2.294992041
2011-10-01,-129,27.5,-2.294623986
2002-02-01,-150,-16.5,-2.294538175
2001-06-01,-64.5,36,-2.294150287
2013-09-01,-140,71.5,-2.294136288
2005-07-01,-157.5,30,-2.293545598
2011-04-01,-72,21,-2.292584328
2005-08-01,-68.5,41,-2.292191094
2008-11-01,-109.5,17.5,-2.292078049
2008-08-01,-70.5,41,-2.291918694
2011-07-01,-132.5,41,-2.291881057
2012-10-01,-57,25,-2.291128067
2010-05-01,-72.5,30.5,-2.291108929
2002-04-01,-85.5,17,-2.291012991
2016-02-01,147,3,-2.290730039
2011-10-01,-55,27,-2.289880081
2010-11-01,-147,14,-2.288540927
2003-05-01,-81,24,-2.288475416
2006-10-01,-59,27.5,-2.288402345
2010-12-01,-75.5,15.5,-2.288262725
2008-11-01,-108.5,20.5,-2.287224138
2011-06-01,-158.5,18,-2.286850474
2010-02-01,-83,24,-2.286836613
2010-11-01,-58,21.5,-2.283996656
2011-11-01,-61.5,13,-2.283933608
2011-12-01,-84,24,-2.282663555
2011-08-01,-41.5,45,-2.282460231
2010-03-01,-58.5,24,-2.282278933
2004-12-01,-74.5,17,-2.281224828
2012-09-01,115,-31.5,-2.280657364
2009-05-01,-148.5,-15,-2.280637184
2006-07-01,-121,35,-2.279545459
2002-04-01,-80,18.5,-2.27931536
2011-07-01,-159.5,38,-2.279012939
2000-10-01,-59,27,-2.278796327
2001-11-01,-62,16,-2.278404308
2011-05-01,-158.5,20,-2.277845654
2002-10-01,-62,36.5,-2.277385992
2011-12-01,-74,19.5,-2.276692958
2009-05-01,-72.5,29,-2.276414676
2011-01-01,-32.5,-13.5,-2.275841138
2005-10-01,-57.5,31,-2.275190973
2012-11-01,-158,19.5,-2.274925726
2004-04-01,-82,24,-2.274589003
2011-07-01,-159.5,25.5,-2.273846642
2012-08-01,-70.5,39,-2.27296661
2001-02-01,-77,25.5,-2.272718804
2006-12-01,-69,19.5,-2.272474774
2004-12-01,-75.5,17.5,-2.271951575
2005-10-01,-64.5,39,-2.271623202
2012-06-01,148.5,-43,-2.27108982
2011-05-01,-164.5,7,-2.269983785
1998-02-01,-68,27,-2.269475954
2002-04-01,-83,18,-2.269280471
2006-05-01,-159,23.5,-2.268996924
2004-04-01,-162.5,8,-2.268950809
2001-04-01,-70.5,27,-2.268929313
2012-12-01,-82,24,-2.268017612
2011-01-01,-36,-21,-2.267959482
2011-07-01,-160.5,30,-2.267754408
1999-11-01,-59,15.5,-2.26760624
1998-04-01,-65.5,30,-2.26760624
1998-04-01,-72.5,25,-2.26760624
1998-04-01,-72,25,-2.26760624
1999-10-01,-63.5,36.5,-2.26760624
2011-06-01,-79.5,29.5,-2.266861668
2012-03-01,-158.5,19,-2.266758704
2006-11-01,-123,34,-2.266756471
2011-10-01,-131,10.5,-2.266447643
2012-10-01,-127,33.5,-2.265206799
2009-05-01,-148.5,-15.5,-2.265010682
2008-04-01,-79,19,-2.263542861
2005-06-01,-69.5,42.5,-2.262309703
2003-12-01,-64,17,-2.262309703
2001-11-01,-62,16.5,-2.262129724
2004-03-01,-156,19.5,-2.261641184
2006-03-01,-158,17.5,-2.259969399
2011-06-01,-71,40,-2.258992212
2006-07-01,-123,30,-2.258762565
2000-10-01,-94.5,1.5,-2.258752122
2012-12-01,-66,19.5,-2.25637623
2001-10-01,-102.5,17,-2.255506194
2001-10-01,-110,24.5,-2.255506194
2004-04-01,-162.5,8.5,-2.254587781
2001-10-01,-117.5,32.5,-2.254051567
2003-12-01,-109.5,16.5,-2.253748979
2009-10-01,-66,36,-2.252937439
2001-03-01,-82,24.5,-2.252556778
2010-10-01,-64,35,-2.251811973
2004-05-01,-69.5,32,-2.251608763
2007-04-01,-79.5,27,-2.250019067
2006-10-01,-60,21.5,-2.250002714
2000-03-01,-76,18.5,-2.248669109
2011-03-01,-161.5,20,-2.24803207
2016-02-01,155.5,-35.5,-2.247951552
2007-05-01,-65.5,25.5,-2.24795085
2011-10-01,-130.5,11,-2.247805351
2011-03-01,151,-36.5,-2.247696615
2010-07-01,-133.5,42,-2.247207972
2000-03-01,-70,20,-2.24683708
2001-10-01,-59.5,18.5,-2.246819026
2010-07-01,-160,23,-2.246249005
2011-06-01,-69.5,42,-2.244125144
2001-06-01,-64,40.5,-2.243896445
2012-06-01,-156,34,-2.243608272
2012-03-01,-79,19,-2.242310252
2012-02-01,-69,27,-2.242047188
2011-08-01,122,-34.5,-2.241469015
2002-05-01,-134,45,-2.240908431
2009-12-01,-154,8,-2.240228516
2000-04-01,-63,31.5,-2.239033145
2011-12-01,-81.5,19.5,-2.238896262
2012-01-01,-150.5,-16.5,-2.238540333
2000-12-01,-79,18,-2.237583483
2000-05-01,-68,19,-2.23750382
2006-12-01,-65,17,-2.23700601
2002-05-01,-165.5,26,-2.236881961
2012-10-01,-15,34.5,-2.235381097
2012-11-01,-156,10.5,-2.234996255
2003-12-01,-71,15.5,-2.234320301
2012-12-01,-71,20.5,-2.233043289
2012-03-01,-76,18,-2.232196279
2001-04-01,-69.5,27.5,-2.232155968
2004-12-01,-107,19.5,-2.230830786
2003-06-01,-70,42,-2.230713133
2007-01-01,-83,24.5,-2.230713133
2000-12-01,-77,19,-2.230713133
2001-07-01,-68.5,41,-2.230713133
2003-05-01,-69,31,-2.230713133
2000-11-01,-57,25.5,-2.230713133
2003-10-01,-58,24,-2.230713133
2011-04-01,-117.5,-26,-2.230693888
2010-10-01,-58,28.5,-2.230299224
2004-04-01,-76.5,18.5,-2.230090244
2011-10-01,-70,42.5,-2.229147988
1998-02-01,-74.5,22.5,-2.229147988
1999-04-01,-65.5,33.5,-2.229147988
1998-10-01,-61.5,28.5,-2.229147988
1999-04-01,-69.5,29,-2.229147988
1999-04-01,-71,28,-2.229147988
1999-11-01,-59.5,28,-2.229147988
1998-10-01,-60,24.5,-2.229147988
2012-04-01,-60.5,19.5,-2.229101189
2010-03-01,-58,23.5,-2.2287062
2014-06-01,137,76.5,-2.228412519
2011-07-01,-145,40.5,-2.227965978
2011-05-01,-158.5,20.5,-2.227933993
2011-04-01,-121.5,-26,-2.227844102
2011-10-01,-129.5,23,-2.22753722
2001-12-01,-79,19.5,-2.227051727
2011-12-01,-68,19.5,-2.225969736
2008-06-01,-158,24,-2.22530058
2012-07-01,-139.5,39,-2.224780771
2002-05-01,-66.5,32.5,-2.223679842
2012-04-01,-159.5,19,-2.223086594
2007-06-01,-64,43,-2.222029781
2018-09-01,-3,50,-2.22184875
2014-10-01,-2,44.5,-2.22184875
2018-11-01,-6,48,-2.22184875
2018-11-01,-3.5,46,-2.22184875
2011-06-01,-75,34,-2.22184874
2009-04-01,-85.5,25.5,-2.221847735
2009-08-01,-71.5,39.5,-2.221394404
2007-12-01,-80,17.5,-2.2212688
2012-12-01,-69.5,20,-2.220410793
2003-12-01,-61.5,13,-2.220046687
2002-10-01,-63,38,-2.218876191
2011-10-01,-141.5,14,-2.218740562
2006-04-01,-81.5,16.5,-2.218235003
2008-11-01,-109,23.5,-2.21707019
2007-05-01,-63.5,39,-2.216632699
2007-02-01,-148,-16,-2.216518728
2013-03-01,-38,-27,-2.216016547
2007-12-01,-80.5,17.5,-2.215642569
2003-11-01,-57.5,21.5,-2.215291786
2002-04-01,-78,19,-2.213874996
2005-07-01,-158,24.5,-2.213597275
2012-09-01,113.5,-29.5,-2.211889214
2004-12-01,-112,18,-2.211318603
2011-07-01,-154.5,40.5,-2.20965153
2008-02-01,-83.5,24.5,-2.209637612
2006-12-01,-73,20,-2.208523475
2000-04-01,-69.5,27.5,-2.207356697
2012-11-01,-157,14,-2.206475925
2007-01-01,-123.5,30,-2.205994482
2001-01-01,-82.5,24.5,-2.20569747
2007-01-01,-123.5,33.5,-2.205259061
2011-10-01,-56,34,-2.204227132
2002-03-01,-74,19.5,-2.203474163
2011-08-01,132,-35.5,-2.201520295
2002-04-01,-159,14,-2.201463954
2006-11-01,-121,34.5,-2.200659451
1999-02-01,-77.5,17,-2.200659451
1999-11-01,-58,18.5,-2.200659451
2012-10-01,-58,32,-2.200659451
2007-10-01,-58.5,17.5,-2.200253868
2000-10-01,-66,33.5,-2.200203565
2009-07-01,-127,39,-2.199631259
2001-05-01,-65.5,21.5,-2.199249084
2003-12-01,-106.5,19,-2.199204779
2003-03-01,-79,19,-2.199045102
2008-12-01,-144,-12.5,-2.198927356
2011-04-01,-172.5,-9.5,-2.198279167
2003-02-01,-74,21.5,-2.198099107
2001-03-01,-74.5,19,-2.19650895
2006-04-01,-82,24.5,-2.195970566
2002-12-01,-106.5,22,-2.195271446
2006-11-01,-108.5,18.5,-2.191499829
2007-02-01,-81,24.5,-2.191436233
1999-10-01,-59.5,31,-2.190557758
2005-10-01,-61,37,-2.189783879
2000-12-01,-79,18.5,-2.189172234
2012-06-01,-159,24.5,-2.188892989
2009-10-01,-59,27,-2.187935867
2011-12-01,-82,24,-2.18788892
2012-12-01,-151,-13.5,-2.187823983
2001-10-01,-59.5,19.5,-2.187747656
1998-10-01,-61.5,33.5,-2.187086643
1998-04-01,-67.5,27,-2.187086643
1999-04-01,-61,27.5,-2.187086643
2011-06-01,160.5,-40,-2.18696665
2007-07-01,-159,23,-2.184573208
2004-02-01,-81.5,24,-2.184398563
2008-02-01,-84.5,25.5,-2.184075269
2010-03-01,-58.5,20.5,-2.183651042
2005-02-01,-142.5,-9.5,-2.182491279
2004-08-01,-69.5,42.5,-2.182258127
2003-11-01,-59.5,12,-2.182258127
2011-03-01,-62.5,22.5,-2.181853802
2011-07-01,-151,40.5,-2.180674598
1999-11-01,-58.5,17,-2.180456064
2010-10-01,-127,24.5,-2.180210473
2001-04-01,-64,32,-2.1796144
2010-10-01,-130.5,18.5,-2.177772684
2011-04-01,-95.5,-31,-2.177674183
2000-09-01,-107.5,3,-2.177496865
2007-05-01,-156.5,17,-2.175575376
2012-01-01,-152.5,-16.5,-2.174789021
1998-07-01,-70,42.5,-2.173925197
1998-07-01,-69.5,42,-2.173925197
2013-01-01,-60,-63,-2.171954147
2008-11-01,-108,23.5,-2.171550211
2011-07-01,-159.5,27,-2.171131138
2011-07-01,-141,40.5,-2.170946582
2004-10-01,-66.5,39.5,-2.170741834
2011-04-01,-170,23.5,-2.169228032
2006-03-01,-83.5,17,-2.16908767
2011-02-01,-82,24,-2.168806492
2000-02-01,-78,26,-2.168222102
2012-04-01,-65,32,-2.168051966
2012-04-01,150.5,-37.5,-2.167935698
2005-04-01,-69,32,-2.167423397
2007-10-01,-114,26,-2.166787138
2011-07-01,-147,40.5,-2.166735774
2000-04-01,-71.5,31.5,-2.166123265
2008-10-01,-120.5,33,-2.165620729
2010-10-01,-130,19.5,-2.163772879
2010-10-01,-118.5,33.5,-2.163395423
2011-02-01,43,-33,-2.162406291
2003-02-01,-76.5,18.5,-2.161653195
2001-02-01,-79,17,-2.161653195
2001-05-01,-66,35,-2.161653133
2008-04-01,-68,23,-2.161652978
2007-07-01,-69.5,43,-2.161652629
2001-03-01,-85,20,-2.161610075
2000-05-01,-73.5,21,-2.160858931
2005-05-01,-65,26,-2.159853878
2000-11-01,-57.5,22,-2.159592141
2006-11-01,-61.5,14,-2.159377428
2001-11-01,-99,16,-2.157649115
2009-05-01,-64.5,33,-2.157402549
2011-03-01,-90.5,-32,-2.156758094
1999-02-01,-77,26.5,-2.15490196
2018-10-01,0.5,50,-2.15490196
2018-11-01,-6.5,48.5,-2.15490196
1998-04-01,-75.5,30.5,-2.15490196
1999-04-01,-61,23.5,-2.15490196
1998-04-01,-68,26.5,-2.15490196
1999-10-01,-58,26.5,-2.151909206
2017-07-01,132.5,32.5,-2.150580586
2010-12-01,-26,9.5,-2.150514998
2000-10-01,-63,27.5,-2.149429172
2012-08-01,119.5,-18.5,-2.149353765
2002-12-01,-74.5,18,-2.149349937
2011-07-01,-159,24.5,-2.149172841
2012-08-01,116,-20,-2.148741651
2010-11-01,-58,22.5,-2.148741651
2011-03-01,-69,26.5,-2.14874165
2003-06-01,-71,40,-2.1485354
2001-03-01,-73.5,20,-2.147564654
2012-06-01,149,-42.5,-2.147538958
2009-04-01,-77,28,-2.146056438
2017-02-01,140,32,-2.145693958
2011-12-01,-65.5,18.5,-2.144944708
2012-01-01,-152,-17,-2.14379515
1999-11-01,-61.5,14.5,-2.142667504
1999-12-01,-71,13,-2.142667504
2010-12-01,-72,16,-2.142667401
2010-10-01,-133,34,-2.142025993
2002-04-01,-77.5,25.5,-2.141977043
2017-09-01,146.5,21,-2.141462802
2000-11-01,-60,17,-2.140501395
2008-08-01,-70.5,40.5,-2.139360251
1999-02-01,-67.5,27,-2.139300812
2006-05-01,-161.5,31,-2.139133794
2001-07-01,-56.5,46.5,-2.137044184
2012-04-01,152,-34,-2.136952491
2016-04-01,119.5,38,-2.13667714
2005-03-01,-76,19,-2.136346918
2010-10-01,-131.5,16.5,-2.135783846
2001-03-01,-79,19.5,-2.135417605
2010-07-01,-62,31.5,-2.135275374
2007-05-01,-65,23.5,-2.135017531
2003-05-01,-79.5,29,-2.134707387
2000-04-01,-64,31,-2.133824225
2003-12-01,-109.5,16,-2.132560407
2004-12-01,-113,17.5,-2.13213759
2008-10-01,-120,33.5,-2.132060867
2012-06-01,165,-27.5,-2.13100224
1998-06-01,-69,43,-2.13076828
2003-10-01,-58,25,-2.130051106
2001-04-01,-67.5,28.5,-2.128435761
2011-04-01,-107,-28,-2.127037848
2005-10-01,-56.5,23.5,-2.126695833
2001-04-01,-61,19,-2.126483847
2008-10-01,-119.5,34,-2.12647286
2010-10-01,-124,31,-2.124676388
2011-03-01,-68,26,-2.123986572
2006-04-01,-130,50.5,-2.123105985
2007-05-01,-156.5,18.5,-2.120964379
2003-11-01,-109,23,-2.120266486
2012-08-01,118.5,-19,-2.119758224
2012-02-01,-83,24,-2.119186408
1998-10-01,-60,25.5,-2.119186408
2006-11-01,-123,33,-2.119183902
2011-03-01,-160.5,19.5,-2.119179463
2012-05-01,-64.5,25.5,-2.117471527
2004-04-01,-78.5,19.5,-2.116867876
2002-11-01,-56.5,23,-2.116759195
2000-02-01,-74,19.5,-2.116549718
2012-04-01,-64.5,32,-2.116249463
2009-06-01,-157.5,23.5,-2.113545903
1998-02-01,-77.5,26,-2.113509275
2000-03-01,-78.5,17,-2.113173924
2007-03-01,-73.5,20.5,-2.111647648
2013-08-01,123,30.5,-2.111011251
