river_lat,river_lon,orig_lat_idx,orig_lon_idx,proj_lat_idx,proj_lon_idx,shift_grid,emission
17.1,-61.8,48,0,43,1,5.0990195135927845,6.67
54.6,-1.1,66,0,67,0,1.0,6.64
6.0,80.6,42,40,42,40,0.0,6.61
19.5,-96.6,49,0,43,1,6.082762530298219,6.54
29.7,50.0,54,25,52,28,3.605551275463989,6.52
56.9,23.8,68,12,68,5,7.0,6.49
36.5,57.1,58,29,52,29,6.0,6.45
37.3,115.7,58,58,57,60,2.23606797749979,6.44
36.8,-6.0,58,0,66,1,8.06225774829855,6.42
-21.6,-48.4,29,0,29,0,0.0,6.4
70.0,-162.0,74,0,72,0,2.0,6.38
43.7,-70.2,61,0,66,1,5.0990195135927845,6.23
6.3,-58.6,43,0,43,1,1.0,6.23
18.3,84.5,49,42,49,42,0.0,6.18
47.5,37.0,63,18,72,18,9.0,6.17
22.8,121.2,51,61,51,61,0.0,6.17
9.5,49.0,44,24,43,24,1.0,6.13
-12.0,40.6,34,20,34,20,0.0,6.12
-6.3,106.9,36,53,36,53,0.0,6.11
-4.3,105.3,37,53,37,53,0.0,6.07
0.1,110.5,40,55,41,55,1.0,6.06
-28.4,32.2,25,16,25,16,0.0,6.01
-18.5,49.6,30,25,30,25,0.0,6.0
22.5,-98.5,51,0,43,1,8.06225774829855,5.98
2.6,103.6,41,52,41,52,0.0,5.96
19.4,85.1,49,43,49,43,0.0,5.92
-0.7,-80.4,39,0,39,0,0.0,5.88
16.0,100.0,47,50,47,48,2.0,5.88
51.5,-2.6,65,0,66,1,1.4142135623730951,5.85
68.9,33.6,74,17,72,18,2.23606797749979,5.85
42.8,143.2,61,72,61,72,0.0,5.83
6.8,-58.2,43,0,43,1,1.0,5.79
-18.1,-39.6,31,0,31,0,0.0,5.76
-8.6,121.7,35,61,35,61,0.0,5.73
2.5,-77.9,41,0,41,0,0.0,5.69
7.8,-10.0,43,0,43,1,1.0,5.67
-28.6,16.5,25,8,25,7,1.0,5.66
-28.7,31.9,25,16,25,16,0.0,5.63
41.4,13.8,60,7,66,2,7.810249675906654,5.6
20.1,-98.2,49,0,43,1,6.082762530298219,5.58
14.0,81.7,46,41,46,41,0.0,5.53
35.4,132.8,57,66,58,66,1.0,5.49
10.2,-65.1,45,0,43,1,2.23606797749979,5.46
57.0,28.4,68,14,72,18,5.656854249492381,5.44
36.8,4.3,58,2,66,2,8.0,5.39
18.7,73.2,49,37,49,35,2.0,5.35
60.5,26.8,69,13,72,18,5.830951894845301,5.35
69.7,-147.7,74,0,72,0,2.0,5.31
71.7,136.2,75,68,69,71,6.708203932499369,5.23
-2.9,39.7,38,20,38,20,0.0,5.23
20.8,-105.0,50,0,43,1,7.0710678118654755,5.2
12.7,-16.6,46,0,43,1,3.1622776601683795,5.17
36.7,3.8,58,2,66,2,8.0,5.17
43.3,-2.4,61,0,66,1,5.0990195135927845,5.15
68.3,-165.6,73,0,72,0,1.0,5.12
67.6,-165.9,73,0,72,0,1.0,5.12
52.6,-0.3,65,0,66,1,1.4142135623730951,5.11
6.2,-57.3,43,0,43,1,1.0,5.07
57.4,21.2,68,11,68,5,6.0,5.04
-1.6,-45.4,39,0,39,0,0.0,5.0
71.3,-155.0,75,0,72,0,3.0,4.93
42.5,20.3,60,10,68,5,9.433981132056603,4.93
-6.7,106.9,36,53,36,53,0.0,4.89
-14.6,12.3,32,6,33,6,1.0,4.86
-19.7,14.2,30,7,29,6,1.4142135623730951,4.86
70.0,-145.6,74,0,72,0,2.0,4.75
13.5,-16.5,46,0,43,1,3.1622776601683795,4.64
52.3,137.0,65,68,63,69,2.23606797749979,4.62
-34.4,20.3,23,10,22,10,1.0,4.59
-10.0,39.3,35,20,35,20,0.0,4.56
-28.5,114.7,25,57,24,57,1.0,4.55
52.2,-7.6,65,0,66,1,1.4142135623730951,4.52
6.5,-58.5,43,0,43,1,1.0,4.49
-5.1,-37.3,37,0,37,0,0.0,4.45
-9.0,13.3,35,7,35,6,1.0,4.43
16.5,-98.3,48,0,43,1,5.0990195135927845,4.43
64.9,-161.2,72,0,72,0,0.0,4.41
8.6,-12.3,44,0,43,1,1.4142135623730951,4.41
10.1,9.5,44,5,41,4,3.1622776601683795,4.39
40.6,13.0,60,6,66,2,7.211102550927978,4.37
-29.9,30.8,25,15,24,15,1.0,4.37
8.0,-81.3,43,0,43,1,1.0,4.36
-9.1,-78.6,35,0,35,0,0.0,4.35
5.9,-57.1,42,0,42,0,0.0,4.35
-29.2,31.2,25,16,25,16,0.0,4.35
9.0,-78.3,44,0,43,1,1.4142135623730951,4.26
11.2,75.8,45,38,45,37,1.0,4.23
14.2,43.2,47,22,46,23,1.4142135623730951,4.21
38.7,140.2,59,70,59,71,1.0,4.19
40.5,16.7,59,8,66,2,9.219544457292887,4.17
64.2,44.1,71,22,72,19,3.1622776601683795,4.17
42.0,2.6,60,1,66,1,6.0,4.15
43.5,-70.4,61,0,66,1,5.0990195135927845,4.15
44.5,11.0,61,5,66,2,5.830951894845301,4.14
70.2,-156.8,74,0,72,0,2.0,4.13
-25.9,32.6,27,16,27,16,0.0,4.08
23.2,86.9,51,43,50,43,1.0,4.07
72.4,129.9,75,65,69,71,8.48528137423857,4.04
24.8,118.6,52,59,51,59,1.0,4.03
43.7,-124.2,61,0,66,1,5.0990195135927845,4.03
45.8,-0.9,62,0,66,1,4.123105625617661,4.01
-22.7,14.5,28,7,28,6,1.0,3.99
36.3,2.3,57,1,66,1,9.0,3.94
20.2,-75.0,49,0,43,1,6.082762530298219,3.89
24.0,121.7,51,61,51,61,0.0,3.88
69.0,173.5,74,87,72,90,3.605551275463989,3.88
70.0,166.5,74,83,69,83,5.0,3.88
66.0,38.4,72,19,72,19,0.0,3.85
64.0,128.5,71,64,67,69,6.4031242374328485,3.84
44.0,9.9,61,5,66,2,5.830951894845301,3.83
22.3,-81.1,51,0,43,1,8.06225774829855,3.82
59.4,143.2,69,72,69,71,1.0,3.77
-19.2,34.9,30,17,29,17,1.0,3.73
69.7,-141.1,74,0,72,0,2.0,3.71
-6.9,38.2,36,19,36,19,0.0,3.69
12.1,-15.6,45,0,43,1,2.23606797749979,3.68
4.3,24.3,42,12,41,4,8.06225774829855,3.66
54.5,-7.3,66,0,67,0,1.0,3.66
45.5,132.5,62,66,61,66,1.0,3.65
2.2,118.2,41,59,41,59,0.0,3.65
43.4,-4.0,61,0,66,1,5.0990195135927845,3.59
-6.9,39.1,36,20,36,20,0.0,3.59
33.7,135.8,56,68,56,68,0.0,3.58
9.0,-13.1,44,0,43,1,1.4142135623730951,3.55
13.2,-87.5,46,0,43,1,3.1622776601683795,3.55
-17.5,-39.2,31,0,31,0,0.0,3.55
61.0,156.0,70,78,69,78,1.0,3.54
35.2,138.6,57,69,57,69,0.0,3.54
50.2,2.3,64,1,66,1,2.0,3.53
18.5,-103.6,49,0,43,1,6.082762530298219,3.51
-4.2,145.7,37,73,37,73,0.0,3.5
61.8,30.8,70,15,72,18,3.605551275463989,3.48
51.5,-2.7,65,0,66,1,1.4142135623730951,3.46
-10.7,-37.0,34,0,34,0,0.0,3.43
57.8,158.6,68,79,69,79,1.0,3.38
57.8,158.6,68,79,69,79,1.0,3.38
-5.4,39.0,37,19,36,19,1.0,3.36
-32.7,28.0,23,14,23,14,0.0,3.34
-13.8,-39.3,33,0,33,0,0.0,3.34
36.8,2.6,58,1,66,1,8.0,3.31
-31.1,30.2,24,15,24,15,0.0,3.3
-4.0,-80.5,38,0,38,0,0.0,3.3
42.4,130.0,60,65,60,65,0.0,3.29
28.6,77.3,54,39,50,43,5.656854249492381,3.27
66.3,-16.6,72,0,72,0,0.0,3.26
57.1,24.4,68,12,68,5,7.0,3.25
36.1,1.3,57,1,66,1,9.0,3.22
18.5,-66.7,49,0,43,1,6.082762530298219,3.19
43.4,-1.8,61,0,66,1,5.0990195135927845,3.19
15.5,43.5,47,22,46,23,1.4142135623730951,3.16
-7.0,112.8,36,56,37,56,1.0,3.11
37.1,10.1,58,5,66,2,8.54400374531753,3.09
36.5,6.9,58,3,66,2,8.06225774829855,3.08
25.6,66.7,52,33,51,33,1.0,3.06
-8.8,13.2,35,7,35,6,1.0,3.05
43.7,7.2,61,4,66,2,5.385164807134504,2.99
53.7,-6.2,66,0,67,0,1.0,2.98
-3.6,-80.4,38,0,38,0,0.0,2.98
18.2,-102.2,48,0,43,1,5.0990195135927845,2.98
59.1,29.7,69,15,72,18,4.242640687119285,2.97
69.4,-162.9,74,0,72,0,2.0,2.93
-21.2,48.3,29,24,29,24,0.0,2.9
-30.9,-52.8,24,0,24,0,0.0,2.85
2.3,9.8,41,5,41,4,1.0,2.84
63.5,171.3,71,86,70,86,1.0,2.8
47.2,39.0,63,19,72,19,9.0,2.79
11.4,79.8,45,40,45,40,0.0,2.78
27.7,78.1,53,39,49,42,5.0,2.77
-21.3,43.7,29,22,29,21,1.0,2.75
69.2,32.9,74,16,72,18,2.8284271247461903,2.75
39.4,16.5,59,8,66,2,9.219544457292887,2.74
14.2,46.1,47,23,46,23,1.0,2.74
54.1,-2.8,66,0,67,0,1.0,2.73
-2.6,10.0,38,5,37,5,1.0,2.73
44.5,141.0,61,70,61,70,0.0,2.71
39.4,-124.3,59,0,66,1,7.0710678118654755,2.68
56.2,-4.3,67,0,67,0,0.0,2.68
-5.4,38.8,37,19,36,19,1.0,2.67
41.5,-124.1,60,0,66,1,6.082762530298219,2.67
-43.4,172.6,18,86,17,86,1.0,2.65
15.0,-92.5,47,0,43,1,4.123105625617661,2.65
48.3,-70.9,63,0,66,1,3.1622776601683795,2.61
24.6,39.1,52,20,46,23,6.708203932499369,2.59
-4.8,-37.7,37,0,37,0,0.0,2.58
36.6,126.5,58,63,58,62,1.0,2.57
35.1,-4.3,57,0,66,1,9.055385138137417,2.55
43.4,3.7,61,2,66,2,5.0,2.54
1.0,99.2,40,50,40,51,1.0,2.54
51.8,-1.0,65,0,66,1,1.4142135623730951,2.54
12.3,-16.2,46,0,43,1,3.1622776601683795,2.51
-6.2,116.4,36,58,36,58,0.0,2.5
45.7,13.1,62,7,68,5,6.324555320336759,2.5
15.6,80.1,47,40,47,40,0.0,2.5
60.5,145.8,69,73,69,73,0.0,2.45
24.8,-107.5,52,0,43,1,9.055385138137417,2.44
-40.3,175.6,20,88,21,88,1.0,2.44
39.7,64.8,59,32,52,32,7.0,2.43
36.1,116.7,57,58,57,60,2.0,2.4
-10.3,39.2,34,20,34,20,0.0,2.36
45.1,141.7,62,71,62,72,1.0,2.36
15.4,-92.7,47,0,43,1,4.123105625617661,2.35
36.5,44.1,58,22,52,28,8.48528137423857,2.33
35.9,7.3,57,4,66,2,9.219544457292887,2.32
37.6,-1.5,58,0,66,1,8.06225774829855,2.29
56.5,-4.9,67,0,67,0,0.0,2.28
59.7,10.2,69,5,68,5,1.0,2.28
-19.9,34.5,30,17,29,17,1.0,2.28
8.8,77.5,44,39,44,39,0.0,2.28
43.4,6.1,61,3,66,2,5.0990195135927845,2.28
48.6,36.2,63,18,72,18,9.0,2.27
-4.3,19.5,37,10,35,6,4.47213595499958,2.27
54.1,-4.2,66,0,67,0,1.0,2.25
-15.1,40.7,32,20,32,20,0.0,2.24
54.4,-3.5,66,0,67,0,1.0,2.21
-22.5,117.8,28,59,30,59,2.0,2.2
50.0,-1.6,64,0,66,1,2.23606797749979,2.18
14.4,-83.8,47,0,43,1,4.123105625617661,2.17
42.9,-79.2,61,0,66,1,5.0990195135927845,2.16
-0.5,40.5,39,20,39,20,0.0,2.16
63.2,17.9,71,9,72,5,4.123105625617661,2.16
55.3,-2.7,67,0,67,0,0.0,2.15
44.1,12.6,61,6,66,2,6.4031242374328485,2.13
5.9,-54.6,42,0,42,0,0.0,2.1
3.7,-52.3,41,0,41,0,0.0,2.1
-33.6,151.2,23,76,23,76,0.0,2.09
4.9,-2.2,42,0,42,0,0.0,2.06
37.7,14.7,58,7,66,2,9.433981132056603,2.04
11.4,-72.8,45,0,43,1,2.23606797749979,2.02
43.1,2.9,61,1,66,1,5.0,2.01
43.6,1.2,61,1,66,1,5.0,2.0
18.6,-103.8,49,0,43,1,6.082762530298219,1.99
-2.2,114.5,38,57,38,58,1.0,1.99
15.1,45.4,47,23,46,23,1.0,1.98
-12.3,13.2,33,7,33,6,1.0,1.98
-2.6,48.5,38,24,38,24,0.0,1.98
63.4,-121.5,71,0,71,0,0.0,1.98
59.1,15.3,69,8,68,5,3.1622776601683795,1.97
40.2,9.6,59,5,66,2,7.615773105863909,1.96
-41.6,171.8,19,86,19,85,1.0,1.96
23.5,-106.5,51,0,43,1,8.06225774829855,1.95
56.4,-2.4,67,0,67,0,0.0,1.95
-14.1,-69.2,33,0,33,0,0.0,1.95
7.2,81.5,43,41,43,41,0.0,1.94
-29.3,31.3,25,16,25,16,0.0,1.93
-12.0,-77.2,34,0,34,0,0.0,1.93
5.9,-0.8,42,0,42,0,0.0,1.93
39.5,-0.4,59,0,66,1,7.0710678118654755,1.92
51.3,20.5,65,10,68,5,5.830951894845301,1.92
-3.5,-80.1,38,0,38,0,0.0,1.92
-8.5,140.4,35,70,35,70,0.0,1.92
8.3,-77.7,44,0,43,1,1.4142135623730951,1.87
64.2,-17.6,71,0,71,0,0.0,1.87
58.3,12.0,68,6,68,5,1.0,1.86
-12.6,13.5,33,7,33,6,1.0,1.86
20.1,-75.2,49,0,43,1,6.082762530298219,1.85
42.5,14.2,60,7,66,2,7.810249675906654,1.84
60.2,140.3,69,70,69,71,1.0,1.84
66.4,173.1,72,87,70,87,2.0,1.84
65.0,24.6,72,12,72,18,6.0,1.82
63.9,38.1,71,19,72,19,1.0,1.79
-33.6,18.1,23,9,22,9,1.0,1.78
54.3,16.5,66,8,68,5,3.605551275463989,1.77
-45.9,169.0,17,84,17,83,1.0,1.74
-5.3,105.4,37,53,37,53,0.0,1.74
52.6,-6.5,65,0,66,1,1.4142135623730951,1.73
63.3,-140.0,71,0,71,0,0.0,1.72
-0.8,111.9,39,56,39,54,2.0,1.71
-5.6,38.9,37,19,36,19,1.0,1.7
25.8,-108.7,52,0,43,1,9.055385138137417,1.69
39.0,-0.8,59,0,66,1,7.0710678118654755,1.68
14.3,-90.5,47,0,43,1,4.123105625617661,1.65
37.1,14.4,58,7,66,2,9.433981132056603,1.63
-32.7,-58.0,23,0,23,0,0.0,1.63
-2.0,-80.3,39,0,39,0,0.0,1.61
-39.4,176.9,20,88,21,88,1.0,1.6
15.4,48.1,47,24,46,24,1.0,1.59
44.7,-124.0,62,0,66,1,4.123105625617661,1.59
-33.6,22.6,23,11,22,11,1.0,1.59
-1.4,120.3,39,60,39,60,0.0,1.53
-14.2,48.5,32,24,32,25,1.0,1.53
-12.3,47.2,33,24,33,23,1.0,1.53
-4.5,-51.0,37,0,37,0,0.0,1.52
7.3,81.7,43,41,43,41,0.0,1.52
25.8,65.5,52,33,51,33,1.0,1.52
54.0,-5.9,66,0,67,0,1.0,1.52
44.1,1.6,61,1,66,1,5.0,1.51
12.5,-9.2,46,0,43,1,3.1622776601683795,1.49
-11.7,-77.5,34,0,34,0,0.0,1.46
5.8,-55.8,42,0,42,0,0.0,1.44
58.4,24.5,68,12,68,5,7.0,1.44
61.5,-149.8,70,0,70,0,0.0,1.4
36.7,2.8,58,1,66,1,8.0,1.39
-11.4,13.8,34,7,34,6,1.0,1.39
33.5,47.2,56,24,52,28,5.656854249492381,1.39
-39.9,174.9,20,87,20,86,1.0,1.37
45.8,14.8,62,7,68,5,6.324555320336759,1.37
25.6,-108.5,52,0,43,1,9.055385138137417,1.36
-41.1,175.6,19,88,19,88,0.0,1.35
-2.6,117.4,38,59,38,59,0.0,1.35
-0.1,-51.2,39,0,39,0,0.0,1.35
9.3,-79.7,44,0,43,1,1.4142135623730951,1.35
47.1,21.0,63,10,68,5,7.0710678118654755,1.33
65.3,-17.2,72,0,72,0,0.0,1.31
36.8,137.4,58,69,57,69,1.0,1.29
45.5,-123.8,62,0,66,1,4.123105625617661,1.26
-14.2,46.2,32,23,32,23,0.0,1.25
40.6,15.3,60,8,66,2,8.48528137423857,1.24
-10.8,-50.3,34,0,34,0,0.0,1.23
47.2,31.3,63,16,72,18,9.219544457292887,1.23
40.6,16.7,60,8,66,2,8.48528137423857,1.22
15.2,43.3,47,22,46,23,1.4142135623730951,1.2
-25.8,32.6,27,16,27,16,0.0,1.19
13.2,-83.2,46,0,43,1,3.1622776601683795,1.18
-11.3,40.3,34,20,34,20,0.0,1.18
-7.6,138.9,36,69,36,69,0.0,1.17
-17.7,36.7,31,18,30,18,1.0,1.16
33.9,47.5,56,24,52,28,5.656854249492381,1.15
5.0,-0.5,42,0,42,0,0.0,1.13
-3.6,134.3,38,67,38,67,0.0,1.13
50.0,-61.3,64,0,66,1,2.23606797749979,1.12
60.3,-69.7,69,0,69,0,0.0,1.12
24.2,-97.8,51,0,43,1,8.06225774829855,1.11
57.1,-4.4,68,0,68,0,0.0,1.09
-18.0,12.3,31,6,31,5,1.0,1.05
39.9,13.6,59,7,66,2,8.602325267042627,1.05
43.3,0.6,61,0,66,1,5.0990195135927845,1.04
-42.7,170.9,18,85,19,85,1.0,1.03
8.1,80.5,43,40,43,40,0.0,1.02
11.5,-75.0,45,0,43,1,2.23606797749979,1.01
58.1,-74.1,68,0,68,0,0.0,1.0
63.7,-64.1,71,0,71,0,0.0,0.99
20.4,42.7,50,21,46,23,4.47213595499958,0.99
54.6,-3.3,66,0,67,0,1.0,0.98
-7.4,-79.8,36,0,36,0,0.0,0.98
43.3,13.4,61,7,66,2,7.0710678118654755,0.98
68.9,150.9,74,75,69,75,5.0,0.97
36.7,-4.5,58,0,66,1,8.06225774829855,0.97
42.7,2.9,61,1,66,1,5.0,0.97
10.1,-13.8,44,0,43,1,1.4142135623730951,0.97
22.8,-105.4,51,0,43,1,8.06225774829855,0.94
-42.4,172.5,19,86,19,85,1.0,0.94
-5.2,-81.1,37,0,37,0,0.0,0.94
12.3,-84.7,46,0,43,1,3.1622776601683795,0.93
24.2,-104.7,51,0,43,1,8.06225774829855,0.93
41.6,14.9,60,7,66,2,7.810249675906654,0.93
37.9,-77.2,58,0,66,1,8.06225774829855,0.93
4.3,114.0,42,57,42,56,1.0,0.92
45.7,-123.9,62,0,66,1,4.123105625617661,0.91
4.9,114.9,42,57,42,56,1.0,0.91
-8.8,13.4,35,7,35,6,1.0,0.91
61.2,-149.5,70,0,70,0,0.0,0.91
51.1,-60.0,65,0,66,1,1.4142135623730951,0.89
43.5,-6.7,61,0,66,1,5.0990195135927845,0.89
19.6,-104.4,49,0,43,1,6.082762530298219,0.88
16.0,-88.7,47,0,43,1,4.123105625617661,0.88
63.8,-22.5,71,0,71,0,0.0,0.88
16.4,-95.2,48,0,43,1,5.0990195135927845,0.87
10.2,48.8,45,24,45,23,1.0,0.87
8.7,80.1,44,40,44,40,0.0,0.87
66.6,27.0,72,13,72,18,5.0,0.87
19.4,-89.6,49,0,43,1,6.082762530298219,0.85
42.7,11.2,61,6,66,2,6.4031242374328485,0.85
-6.6,12.4,36,6,36,5,1.0,0.85
43.1,-124.3,61,0,66,1,5.0990195135927845,0.84
54.2,14.8,66,7,68,5,2.8284271247461903,0.84
67.5,-96.8,73,0,72,0,1.0,0.83
44.5,-123.9,61,0,66,1,5.0990195135927845,0.83
43.2,13.1,61,7,66,2,7.0710678118654755,0.81
36.5,-64.7,58,0,66,1,8.06225774829855,0.81
-10.7,59.8,34,30,34,30,0.0,0.81
-13.8,13.1,33,7,33,6,1.0,0.81
59.6,8.3,69,4,68,4,1.0,0.81
-37.7,20.1,21,10,21,10,0.0,0.8
44.2,12.2,61,6,66,2,6.4031242374328485,0.8
43.8,-123.9,61,0,66,1,5.0990195135927845,0.79
-44.3,-90.5,18,0,18,0,0.0,0.79
18.6,-73.9,49,0,43,1,6.082762530298219,0.77
-33.3,23.5,23,12,22,12,1.0,0.76
-6.8,-78.0,36,0,36,0,0.0,0.75
63.1,23.0,71,11,72,5,6.082762530298219,0.75
10.0,-84.7,44,0,43,1,1.4142135623730951,0.74
17.5,-88.5,48,0,43,1,5.0990195135927845,0.74
35.0,-1.0,57,0,66,1,9.055385138137417,0.73
57.7,-2.1,68,0,68,0,0.0,0.73
7.9,-13.2,43,0,43,1,1.0,0.72
20.9,-156.5,50,0,43,1,7.0710678118654755,0.72
23.8,-102.2,51,0,43,1,8.06225774829855,0.72
41.4,15.3,60,8,66,2,8.48528137423857,0.72
64.5,34.7,71,17,72,18,1.4142135623730951,0.71
5.0,118.0,42,59,42,59,0.0,0.71
57.6,-4.5,68,0,68,0,0.0,0.71
19.4,-100.8,49,0,43,1,6.082762530298219,0.71
-45.4,170.2,17,85,17,85,0.0,0.7
-45.0,-72.7,17,0,17,0,0.0,0.7
43.8,12.8,61,6,66,2,6.4031242374328485,0.7
-16.0,49.0,32,24,32,25,1.0,0.7
43.2,-124.1,61,0,66,1,5.0990195135927845,0.69
41.9,14.4,60,7,66,2,7.810249675906654,0.68
59.3,18.1,69,9,68,5,4.123105625617661,0.68
44.0,12.7,61,6,66,2,6.4031242374328485,0.67
42.9,13.8,61,7,66,2,7.0710678118654755,0.67
4.0,117.5,41,59,41,59,0.0,0.67
41.2,15.9,60,8,66,2,8.48528137423857,0.66
62.5,-134.0,70,0,70,0,0.0,0.66
1.4,111.2,40,56,41,55,1.4142135623730951,0.66
56.4,-3.8,67,0,67,0,0.0,0.66
-38.1,176.5,21,88,21,88,0.0,0.65
-17.8,141.3,31,71,32,70,1.4142135623730951,0.64
62.8,23.0,71,11,72,5,6.082762530298219,0.63
-6.6,-35.8,36,0,36,0,0.0,0.63
42.8,13.7,61,7,66,2,7.0710678118654755,0.62
65.6,-21.3,72,0,72,0,0.0,0.62
43.5,13.1,61,7,66,2,7.0710678118654755,0.61
40.0,-69.0,59,0,66,1,7.0710678118654755,0.61
33.5,39.3,56,20,52,28,8.94427190999916,0.6
-14.8,9.7,32,5,32,5,0.0,0.6
63.0,12.6,71,6,72,5,1.4142135623730951,0.6
48.3,42.0,63,21,72,19,9.219544457292887,0.59
42.4,-4.2,60,0,66,1,6.082762530298219,0.59
